Label,Brand,Name,Price,Rank,Ingredients,Combination,Dry,Normal,Oily,Sensitive
Face Mask,LA MER,Treatment Lotion Hydrating Mask,150,4.1,"Water, Algae (Seaweed) Extract, Glycerin, Methyl Gluceth-20, Bis-Peg-18 Methyl EtherDimethyl Silane, Butylene Glycol, Hypnea Musciformis (Algae) Extract, Sucrose, Propanediol, Sesamum Indicum (Sesame) Seed Oil, Medicago Sativa (Alfalfa) Seed Powder, Helianthus Annuus (Sunflower) Seedcake, Prunus Amygdalus Dulcis (Sweet Almond) Seed Meal, Eucalyptus Globulus (Eucalyptus) Leaf Oil, Sodium Gluconate, Copper Gluconate, Calcium Gluconate, Magnesium Gluconate, Zinc Gluconate, Tocopheryl Succinate, Niacin, Sesamum Indicum (Sesame) Seed Powder, Citrus Aurantifolia (Lime) Peel Extract, Glycine Soja (Soybean) Seed Extract, Acetyl Hexapeptide-8, Acetyl Dipeptide-1 Cetyl Ester, Sea Salt\Maris Sal\Sel Marin, Codium Tomentosum Extract, Gelidiella Acerosa Extract, Caffeine, Laminaria Saccharina Extract, Alcaligenes Polysaccharides, Dipotassium Glycyrrhizate, Glycereth-26, Laminaria Digitata Extract, PlanktonExtract, Glycosaminoglycans, Palmaria Palmata Extract, Peg-8, Ethylhexylglycerin, Sodium Pca, Urea, Ppg-5-Ceteth-20, Jojoba Wax Peg-120 Esters, Polysorbate 20, Carbomer, Yeast Extract\Faex\Extrait De Levure, Sodium Hyaluronate, Xanthan Gum, Pentylene Glycol, Trehalose, Laureth-3, Hydrolyzed Yeast Protein, Hydroxyethylcellulose, Caprylyl Glycol, Fragrance, Tourmaline, Hydroxypropyl Cyclodextrin, Glycine Soja (Soybean) Protein, Alcohol Denat., Sodium Hydroxide, Lecithin, Polyquaternium-51, Disodium Edta, Citronellol, Geraniol, Hydroxycitronellal, Linalool, Limonene, Potassium Sorbate, Chlorphenesin, Phenoxyethanol.",1,1,1,1,1
Eye cream,FRESH,Lotus Youth Preserve Eye Cream,45,3.5,"Water, Glycerin, Isostearyl Iso-stearate, Caprylic/Capric Triglyceride, Pentylene Glycol, Cetyl Alcohol, Polyglycerin-3, Potassium Cetyl Phos-phate, Nylon 6/12, Hydrogenated Palm Kernel Glycer-ides, Boron Nitride, Dimethicone, Ethylene/Acrylic AcidCopolymer, Glyceryl Stearate, Sodium Hyaluronate, Ficus Carica (Fig) Fruit Extract, Citrus Limon (Lemon)Peel Oil, Cucumis Sativus (Cucumber) Fruit Extract, Averrhoa Carambola Leaf Extract, Algae Extract, Ne-lumbo Nucifera Flower Extract, Hibiscus EsculentusFruit Extract, Tocopheryl Acetate, Ascorbyl Tetraisopal-mitate, Tocopherol, Bis-Diglyceryl Polyacyladipate-2, Sorbitol, Behenyl Alcohol, Butylene Glycol, Carbomer, Sodium Polyacrylate, Xanthan Gum, Sodium Citrate, Sodium Hydroxide, Hydrogenated Palm Glycerides, Citric Acid, Biosaccharide Gum-2, Caramel,Caprylyl Glycol, Potassium Sorbate, Sorbic Acid,Phenoxyethanol, Limonene, Citral.",0,0,0,0,0
Moisturizer,ERBORIAN,CC Crème High Definition Radiance Face Cream Skin Perfector,44,4.1,"Water, Cyclomethicone, Dipropylene Glycol, Glycerin, Peg-10 Dimethicone, Methyl Trimethicone, C12-15 Alkyl Benzoate, Dimethicone, Ci 77492/Iron Oxides, Disteardimonium Hectorite, Magnesium Sulfate, Vinyl Dimethicone/Methicone Silsesquioxane Crosspolymer, Centella Asiatica Extract, Mel/Honey Extract, Mica, Talc, Trihydroxystearin, Butylene Glycol, Polyester-1, Aluminum Hydroxide, Silica Dimethyl Silylate, Palmitic Acid, Stearic Acid, Tocopheryl Acetate, Ethylhexylglycerin, Phenoxyethanol, Methicone, Dimethicone/Vinyl Dimethicone Crosspolymer, Fragrance, Hexyl Cinnamal, Alpha-Isomethyl Ionone, Linalool, Citronellol, Geraniol, Eugenol, Limonene, Ci 77491/Iron Oxides, Ci 77499/Iron Oxides.",1,1,1,1,1
Face Mask,AMOREPACIFIC,MOISTURE BOUND Intensive Serum Masque,32,3.8,"Phyllostachis Bambusoides Juice, Alcohol, Glycerin, Butylene Glycol, Lactobacillus/Water Hyacinth Ferment, Hydrolyzed Phyllostachis Bambusoides, Hydrolyzed Camellia Sinensis Leaf, Glycine Soja (Soybean) Seed Extract, Nelumbo Nucifera Flower Extract, Opuntia Coccinellifera Fruit Extract, Camellia Sinensis Leaf Extract, Tricholoma Matsutake Extract, Daucus Carota Sativa (Carrot) Root Extract, Zingiber Officinale (Ginger) Root Extract, Camellia Sinensis Flower Extract, Theanine, Betaine, Natto Gum, Beta-Glucan, Peg-60 Hydrogenated Castor Oil, Phenyl Trimethicone, Polyacrylate-13, Polyisobutene, Dipotassium Glycyrrhizate, Glyceryl Caprylate, Xanthan Gum, Polysorbate 20, Peg-15 Pentaerythrityl Tetra (Laureth-6 Carboxylate), Propanediol, Stearyl Behenate, Mannitol, Polyglyceryl-3 Methylglucose Distearate, Phytantriol, Hydroxypropyl Bispalmitamide Mea, Poloxamer 407, Inulin Lauryl Carbamate, Zinc Gluconate, Magnesium Aspartate, Ammonium Acryloyldimethyltaurate/Vp Copolymer, Copper Gluconate, Calcium Gluconate, Caffeine, Epigallocatechin Gallate, Kaempferol, Disodium Edta, Phenoxyethanol, Fragrance",0,0,0,0,0
Treatment,DRUNK ELEPHANT,C-Firma™ Day Serum,80,4.1,"Water, Ethoxydiglycol, Ascorbic Acid, Glycerin, Laureth-23, Lactobacillus/Pumpkin Ferment Extract, Sclerocarya Birrea Seed Oil, Ferulic Acid, Sodium Hyaluronate, Chondrus Crispus Extract, Camellia Sinensis Leaf Extract, Lactobacillus/Punica Granatum Fruit Ferment Extract, Glycyrrhiza Glabra (Licorice) Root Extract, Vitis Vinifera (Grape) Juice Extract, Phyllanthus Emblica Fruit Extract, Hydrolyzed Wheat Protein, Tocopherol, Caprylhydroxamic Acid, Acetyl Glucosamine, Hydrolyzed Quinoa, Glutamylamidoethyl Imidazole, Dipotassium Glycyrrhizate, Tetrahydrodiferuloylmethane, Tetrahydrodemethoxydiferuloylmethane, Tetrahydrobisdemethoxydiferuloylmethane, Sodium Hyaluronate Crosspolymer, Glycine, Sucrose, Maltodextrin, Propanediol, Caprylyl Glycol, Sodium Hydroxide, Xanthan gum, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Isohexadecane, Polysorbate 60.",1,1,1,1,0
Face Mask,DR. JART+,Dermask Micro Jet Clearing Solution™,9,4.4,"Glycerin, Niacinamide, Glycereth-26, Sodium Hyaluronate, Calcium Pantothenate, Sodium Ascorbyl Phosphate, Tocopheryl Acetate, Pyridoxine HCl, Maltodextrin, Sodium Starch Octenylsuccinate, Silica, Trehalose, Hydroxyethyl Urea, Betaine, Erythritol, Glutathione, PEG/PPG-17/6 Copolymer, Butylene Glycol, PEG-14M, Allantoin, Xanthan Gum, Melaleuca Alternifolia (Tea Tree) Leaf Oil, Salicylic Acid, Disodium EDTA, Carbomer, Triethanolamine, PEG-60 Hydrogenated Castor Oil, Ethylhexylglycerin, Phenoxyethanol.",1,1,1,1,1
Moisturizer,CLARINS,Extra-Firming Neck Anti-Wrinkle Rejuvenating Cream,90,4.1,"Water, Dimethicone, Cetearyl Isononanoate, Glycerin, Alcohol, Cetearyl Alcohol, Cetearyl Ethylhexanoate, C14-22 Alcohols, Cetearyl Glucoside, Phenoxyethanol, Fragrance, C12-20 Alkyl Glucoside, Hdi/Trimethylol Hexyllactone Crosspolymer, Carbomer, Tromethamine, Tocopheryl Acetate, Ethylhexylglycerin, Avena Sativa (Oat) Kernel Extract, Disodium Edta, Hydrolyzed Ulva Lactuca Extract, Potassium Cetyl Phosphate, Musa Sapientum (Banana) Fruit Extract, Bht, Helianthus Annuus (Sunflower) Extract, Silica, Thymus Citriodorus Flower/Leaf Extract, Sodium Benzoate, Steareth-20, Potassium Sorbate, Ci 15985/Yellow 6.",1,1,1,1,1
Face Mask,GLAMGLOW,BUBBLESHEET™ Oxygenating Deep Cleanse Mask - Breast Cancer Awareness Edition,9,5.0,"Water, Glycerin, Methyl Perfluorobutyl Ether, Acrylates Copolymer, Cocamidopropyl Betaine, Disodium Cocoamphodiacetate, Lauryl Glucoside, Retinyl Palmitate, Allantoin, Arginine, Camellia Sinensis Leaf Extract, Helianthus Annuus (Sunflower) Seed Oil, Ascorbyl Glucoside, Ethylhexylglycerin, Ceramide Np, Sodium Pca, Sodium Chloride, Saccharide Isomerate, Polyquaternium- 10, Potassium Cocoyl Glycinate, Potassium Cocoate, Hexylene Glycol, Butylene Glycol, Citric Acid, Hydroxyethyl Urea, Citrus Limon (Lemon) Peel Oil, Limonene, Citral, Sodium Citrate, Disodium Edta, Phenoxyethanol.",1,1,1,1,0
Treatment,PETER THOMAS ROTH,Instant Firmx™,48,3.7,"Water, Butylene Glycol, Glycerin, Sodium Silicate, Sodium Magnesium Fluorosilicate, Magnesium Aluminum Silicate, Urea, Diazolidinyl Urea, Symphytum Officinale Leaf Extract, Foeniculum Vulgare (Fennel) Seed Extract, Panthenol, Tocopheryl Acetate, Retinyl Palmitate, Ascorbyl Palmitate, Phospholipids, Chondrus Crispus (Carrageenan), Disodium EDTA, Phenoxyethanol, Methylparaben, Propylparaben, Ethylparaben, Butylparaben, Isobutylparaben.",0,0,0,0,0
Cleanser,PETER THOMAS ROTH,Irish Moor Mud Purifying Cleanser Gel,38,4.3,"Water, Sodium Laureth Sulfate, Glycerin, Cocamidopropyl Betaine, Lauryl Glucoside, Propylene Glycol, Peat, Charcoal Powder, Sargassum Fusiforme Extract, Lava Powder, Salicylic Acid, Lactic Acid, Salix Nigra (Willow) Bark Extract, Allantoin, Panthenol, BHT, Sodium Hydroxide, Xanthan Gum, Melaleuca Alternifolia (Tea Tree) Leaf Oil, Mica, Sodium Benzoate, Potassium Sorbate, Phenoxyethanol.",0,0,0,0,0
Face Mask,JOSIE MARAN,Whipped Mud Mask Collection,48,3.8,"Sweet Citrus: Water**, Propanediol**, Moroccan Lava Clay**, Sea Water**, Glycerin**, Bentonite**, Glyceryl Stearate**, Bis-Stearyl Dimethicone, Polyglyceryl-10 Oleate**, Dimethyl Sulfone**, Jojoba Esters**, Butylene Glycol, Titanium Dioxide (CI 77891), Argania Spinosa (Argan) Kernel Oil*, Argan Oil Isostearyl Esters**, Aloe Barbadensis Leaf Juice**, Olive Oil Decyl Esters**, Acacia Decurrens Flower Wax**, Rosa Multiflora Fruit Extract**, Tocopherol, Zingiber Officinale (Ginger) Root Extract**, Sanguisorba Officinalis Root Extract**, Linolenic Acid**, Phytic Acid**, Allantoin, Maris Sal (Sea Salt)**, Helianthus Annuus (Sunflower) Seed Wax**, Cinnamomum Cassia Bark Extract**, Squalene**, Magnesium Aluminum Sylicate**, Xanthan Gum**, Polygycerin-3, Caprylyl Glycol, 4-T-Butylcyclohexanol, Pentylene Glycol, Sodium Hydroxide, Phenoxyethanol, Fragrance**, Red 28 Lake (CI 45410), Iron Oxides (CI 77491), Citral, Limonene, Linalool. Vanilla Apricot: Water**, Propanediol**, Moroccan Lava Clay**, Sea Water**, Glycerin**, Bentonite**, Glyceryl Stearate**, Bis-Stearyl Dimethicone, Polyglyceryl-10 Oleate**, Dimethyl Sulfone**, Jojoba Esters**, Butylene Glycol, Titanium Dioxide (CI 77891), Argania Spinosa (Argan) Kernel Oil*, Argan Oil Isostearyl Esters**, Aloe Barbadensis Leaf Juice**, Olive Oil Decyl Esters**, Acacia Decurrens Flower Wax**, Pentylene Glycol, Linoleic Acid**, Phenoxyethanol, Phytic Acid**, 4-T-Butylcyclohexanol, Allantoin, Xanthan Gum**, Caprylyl Glycol, Linolenic Acid**, Maris Sal (Sea Salt)**, Magnesium Aluminum Sylicate**, Sodium Hydroxide, Squalene**, Helianthus Annuus (Sunflower) Seed Wax**, Rosa Multiflora Fruit Extract**, Tocopherol, Zingiber Officinale (Ginger) Root Extract**, Sanguisorba Officinalis Root Extract**, Cinnamomum Cassia Bark Extract**, Polygycerin-3, Fragrance**, Yellow 6 Lake (CI 15985), Iron Oxides (CI 77491), Limonene. Cucumber Aloe: Water**, Propanediol**, Moroccan Lava Clay**, Sea Water**, Glycerin**, Bentonite**, Glyceryl Stearate**, Bis-Stearyl Dimethicone, Polyglyceryl-10 Oleate**, Fragrance**, Dimethyl Sulfone**, Jojoba Esters**, Butylene Glycol, Argania Spinosa (Argan) Kernel Oil*, Argan Oil Isostearyl Esters**, Aloe Barbadensis Leaf Juice**, Titanium Dioxide (CI 77891), Zingiber Officinale (Ginger) Root Extract**, Sanguisorba Officinalis Root Extract**, Cinnamomum Cassia Bark Extract**, Olive Oil Decyl Esters**, Acacia Decurrens Flower Wax**, Phytic Acid**, Allantoin, Linolenic Acid**, Pentylene Glycol, Phenoxyethanol, 4-T-Butylcyclohexanol, Xanthan Gum**, Caprylyl Glycol, Maris Sal (Sea Salt)**, Magnesium Aluminum Sylicate**, Sodium Hydroxide, Squalene**, Helianthus Annuus (Sunflower) Seed Wax**, Rosa Multiflora Fruit Extract**, Tocopherol, Polygycerin-3, Yellow 5 Lake (CI 19140), Blue 1 (CI 42090), Amyl Cinnamal, Hydroxycitronellal. Sweet Basil Mint: Water**, Propanediol**, Moroccan Lava Clay**, Sea Water**, Glycerin**, Bentonite**, Glyceryl Stearate**, Bis-Stearyl Dimethicone, Polyglyceryl-10 Oleate**, Dimethyl Sulfone**, Jojoba Esters**, Butylene Glycol, Titanium Dioxide (CI 77891), Argania Spinosa (Argan) Kernel Oil*, Argan Oil Isostearyl Esters**, Aloe Barbadensis Leaf Juice**, Olive Oil Decyl Esters**, Acacia Decurrens Flower Wax**, Linolenic Acid**, Phytic Acid**, Allantoin, Maris Sal (Sea Salt)**, Helianthus Annuus (Sunflower) Seed Wax**, Rosa Multiflora Fruit Extract**, Tocopherol, Zingiber Officinale (Ginger) Root Extract**, Sanguisorba Officinalis Root Extract**, Cinnamomum Cassia Bark Extract**, Squalene**, Polygycerin-3, Magnesium Aluminum Sylicate**, Xanthan Gum**, Caprylyl Glycol, 4-T-Butylcyclohexanol, Pentylene Glycol, Sodium Hydroxide, Phenoxyethanol, Fragrance**, Blue 1 (CI 42090), Yellow 5 Lake (CI 19140). Lavender Citrus: Water**, Propanediol**, Moroccan Lava Clay**, Sea Water**, Glycerin**, Bentonite**, Glyceryl Stearate**, Bis-Stearyl Dimethicone, Polyglyceryl-10 Oleate**, Dimethyl Sulfone**, Jojoba Esters**, Butylene Glycol, Titanium Dioxide (CI 77891), Argania Spinosa (Argan) Kernel Oil*, Argan Oil Isostearyl Esters**, Aloe Barbadensis Leaf Juice**, Olive Oil Decyl Esters**, Acacia Decurrens Flower Wax**, Linolenic Acid**, Phytic Acid**, Allantoin, Maris Sal (Sea Salt)**, Helianthus Annuus (Sunflower) Seed Wax**, Mentha Piperita (Peppermint) Oil**, Rosa Multiflora Fruit Extract**, Zingiber Officinale (Ginger) Root Extract**, Sanguisorba Officinalis Root Extract**, Cinnamomum Cassia Bark Extract**, Magnesium Aluminum Sylicate**, Xanthan Gum**, Squalene**, Polygycerin-3, Caprylyl Glycol, 4-T-Butylcyclohexanol, Pentylene Glycol, Sodium Hydroxide, Phenoxyethanol, Fragrance**, Red 33 Lake (CI 17200), Blue 1 (CI 42090), Limonene, Linalool. **Natural",1,1,1,1,1
Treatment,LA MER,The Perfecting Treatment,245,4.6,"Water, Dimethicone, Isododecane, Algae (Seaweed) Extract, Polysilicone-11, Butylene Glycol, Ascorbyl Glucoside, Peg-10 Dimethicone, Ammonium Acryloyldimethyltaurate/Vp Copolymer, Sesamum Indicum (Sesame) Seed Oil, Medicago Sativa (Alfalfa) Seed Powder, Helianthus Annuus (Sunflower) Seedcake, Prunus Amygdalus Dulcis (Sweet Almond) Seed Meal, Eucalyptus Globulus (Eucalyptus) Leaf Oil, Sodium Gluconate, Copper Gluconate, Calcium Gluconate, Magnesium Gluconate, Zinc Gluconate, Tocopheryl Succinate, Niacin, Sesamum Indicum (Sesame) Seed Powder, Peg-6, Helichrysum Arenarium (Everlasting) Extract, Hordeum Vulgare (Barley) Extract/Extrait D'Orge, Laminaria Digitata Extract, Magnesium Ascorbyl Phosphate, Triticum Vulgare (Wheat) Germ Extract, Palmaria Palmata Extract, Cucumis Sativus (Cucumber) Fruit Extract, Gentiana Lutea (Gentian) Root Extract, Hydrolyzed Rice Bran Extract, Plankton Extract, Castanea Sativa (Chestnut) Seed Extract, Glycerin, Saccharomyces Lysate Extract, Corallina Officinalis Extract, Scutellaria Baicalensis Root Extract, Morus Bombycis (Mulberry) Root Extract, Molasses Extract/Saccharum Officinarum/Extrait De Melasse, Citrus Aurantifolia (Lime) Peel Extract, Mentha Viridis (Spearmint), Pelargonium Graveolens (Geranium) Flower Oil, Citrus Grandis (Grapefruit) Peel Oil, Tocopheryl Linoleate/Oleate, Sigesbeckia Orientalis (St. Paul'S Wort) Extract, Polygonum Cuspidatum Root Extract, Magnolia Officinalis Bark Extract, Yeast Polysaccharides, Laminaria Saccharina Extract, Polysorbate 20, Rosa Damascena (Rose) Flower Oil, Isohexadecane, Yeast Extract/Faex/Extrait De Levure, Propylene Glycol Dicaprate, Caprylic/Capric Triglyceride, Caffeine, Ethylhexylglycerin, Ergothioneine, Tourmaline, Acetyl Hexapeptide-8, Crithmum Maritimum Extract, Caprylyl Glycol, Sodium Hyaluronate, Polysorbate 80, Dipotassium Glycyrrhizate, Dimethoxytolyl Propylresorcinol, Acetyl Glucosamine, Methyldihydrojasmonate, Cholesterol, Hydrogenated Vegetable Oil, Squalane, Glycyrrhetinic Acid, Hexylene Glycol, Lecithin, Acrylamide/Sodium Acryloyldimethyltaurate Copolymer, Citric Acid, Tromethamine, Alcohol Denat., Disodium Edta, Bht, Phenoxyethanol, Linalool, Limonene, Citronellol, Geraniol, Red 4 (Ci 14700)",1,1,1,1,1
Moisturizer,FRESH,Crème Ancienne®,290,4.4,"Limnanthes Alba (Meadowfoam) Seed Oil, Water, Cera Alba (Beeswax), Pentylene Glycol, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Citrus Limon (Lemon) Peel Oil, Osmanthus Fragrans Flower Extract, Rosa Damascena Flower Water, Anthemis Nobilis Flower Oil, Ormenis Multicaulis Flower Wax, Tocopherol, Sodium Carbonate, Limonene, Citronellol, Geraniol, Citral.",1,1,1,1,1
